TR10920-7	Insulin, bovine	Allergen	ACTIVE	2024-01-12	\N	\N	300000.854.000
TR10921-5	Insulin, human	Allergen	ACTIVE	2024-01-12	\N	\N	300000.855.000
TR10922-3	Gelatin	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10923-1	Dermatophagoides pteronyssinus House dust mite	Allergen	ACTIVE	2024-01-12	\N	\N	300000.753.000
TR10924-9	Dermatophagoides farinae House dust mite	Allergen	ACTIVE	2024-01-12	\N	\N	300000.751.000
TR10925-6	Blomia tropicalis	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10926-4	Dermatophagoides microceras House dust mite	Allergen	ACTIVE	2024-01-12	\N	\N	300000.752.000
TR10927-2	Flour Mite	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10928-0	Lepidoglyphus destructor Storage mite	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10929-8	Mold Mite	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10930-6	Glycyphagus domesticus Storage mite	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10931-4	Euroglyphus maynei House dust mite	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10932-2	Cat epithelium and dander	Allergen	ACTIVE	2024-01-12	\N	\N	300000.724.000
TR10933-0	Dog epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	300000.729.000
TR10934-8	Canary bird feathers	Allergen	ACTIVE	2024-01-12	\N	\N	300000.723.000
TR10935-5	Parrot feathers	Allergen	ACTIVE	2024-01-12	\N	\N	300000.737.000
TR10936-3	Horse dander	Allergen	ACTIVE	2024-01-12	\N	\N	300000.735.000
TR10937-1	Cow dander	Allergen	ACTIVE	2024-01-12	\N	\N	300000.727.000
TR10938-9	Dog dander	Allergen	ACTIVE	2024-01-12	\N	\N	300000.728.000
TR10939-7	Guinea pig epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	300000.733.000
TR10940-5	Pigeon droppings	Allergen	ACTIVE	2024-01-12	\N	\N	300000.738.000
TR10941-3	Goose feathers	Allergen	ACTIVE	2024-01-12	\N	\N	300000.732.000
TR10942-1	Mouse epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	300000.736.000
TR10943-9	Mouse urine proteins	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10944-7	Rat epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10945-4	Rat urine proteins	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10946-2	Rat serum proteins	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10947-0	Mouse serum proteins	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10948-8	Budgerigar droppings	Allergen	ACTIVE	2024-01-12	\N	\N	300000.721.000
TR10949-6	Budgerigar feathers	Allergen	ACTIVE	2024-01-12	\N	\N	300000.722.000
TR10950-4	Budgerigar serum proteins	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10951-2	Goat epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10952-0	Sheep epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10953-8	Rabbit epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	300000.739.000
TR10954-6	Swine epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10955-3	Hamster epithelium	Allergen	ACTIVE	2024-01-12	\N	\N	300000.734.000
TR10956-1	Chicken feathers	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10957-9	Duck feathers	Allergen	ACTIVE	2024-01-12	\N	\N	300000.730.000
TR10958-7	Rat	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10959-5	Mouse	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10960-3	Turkey feathers	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10961-1	Egg white	Allergen	ACTIVE	2024-01-12	\N	\N	300000.565.000
TR10962-9	Sesame Seed	Allergen	ACTIVE	2024-01-12	\N	\N	300000.621.000
TR10963-7	Buckwheat	Allergen	ACTIVE	2024-01-12	\N	\N	300000.568.000
TR10964-5	Pea	Allergen	ACTIVE	2024-01-12	\N	\N	300000.612.000
TR10965-2	Peanut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.526.000
TR10966-0	Soybean	Allergen	ACTIVE	2024-01-12	\N	\N	300000.573.000
TR10967-8	White Bean	Allergen	ACTIVE	2024-01-12	\N	\N	300000.609.000
TR10968-6	Hazel Nut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.557.000
TR10969-4	Brazil Nut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.529.000
TR10970-2	Milk	Allergen	ACTIVE	2024-01-12	\N	\N	300000.593.000
TR10971-0	Almond	Allergen	ACTIVE	2024-01-12	\N	\N	300000.463.000
TR10972-8	Pecan Nut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.541.000
TR10973-6	Cashew Nut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.464.000
TR10974-4	Pistachio	Allergen	ACTIVE	2024-01-12	\N	\N	300000.611.000
TR10975-1	Trout	Allergen	ACTIVE	2024-01-12	\N	\N	300000.598.000
TR10976-9	Herring	Allergen	ACTIVE	2024-01-12	\N	\N	300000.553.000
TR10977-7	Clam	Allergen	ACTIVE	2024-01-12	\N	\N	300000.552.000
TR10978-5	Lemon	Allergen	ACTIVE	2024-01-12	\N	\N	300000.549.000
TR10979-3	Grapefruit	Allergen	ACTIVE	2024-01-12	\N	\N	300000.550.000
TR10980-1	Pineapple	Allergen	ACTIVE	2024-01-12	\N	\N	300000.524.000
TR10981-9	Rabbit	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10982-7	Spinach	Allergen	ACTIVE	2024-01-12	\N	\N	300000.624.000
TR10983-5	Lettuce	Allergen	ACTIVE	2024-01-12	\N	\N	300000.582.000
TR10984-3	Cabbage	Allergen	ACTIVE	2024-01-12	\N	\N	300000.533.000
TR10985-0	Sweet Pepper	Allergen	ACTIVE	2024-01-12	\N	\N	300000.538.000
TR10986-8	Pumpkin	Allergen	ACTIVE	2024-01-12	\N	\N	300000.563.000
TR10987-6	Crab	Allergen	ACTIVE	2024-01-12	\N	\N	300000.537.000
TR10988-4	Milk, boiled	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10989-2	Ovalbumin	Allergen	ACTIVE	2024-01-12	\N	\N	300000.602.000
TR10990-0	Ovomucoid	Allergen	ACTIVE	2024-01-12	\N	\N	300000.604.000
TR10991-8	Lentil	Allergen	ACTIVE	2024-01-12	\N	\N	300000.583.000
TR10992-6	Apricot	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10993-4	Shrimp	Allergen	ACTIVE	2024-01-12	\N	\N	300000.605.000
TR10994-2	Cherry	Allergen	ACTIVE	2024-01-12	\N	\N	300000.613.000
TR10995-9	Cucumber	Allergen	ACTIVE	2024-01-12	\N	\N	300000.562.000
TR10996-7	Egg	Allergen	ACTIVE	2024-01-12	\N	\N	300000.634.000
TR10997-5	Tomato	Allergen	ACTIVE	2024-01-12	\N	\N	300000.586.000
TR10998-3	Plaice	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR10999-1	Plum	Allergen	ACTIVE	2024-01-12	\N	\N	300000.614.000
TR11000-7	Walnut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.492.000
TR11001-5	Grape	Allergen	ACTIVE	2024-01-12	\N	\N	300000.631.000
TR11002-3	Pork	Allergen	ACTIVE	2024-01-12	\N	\N	300000.626.000
TR11003-1	Broccoli	Allergen	ACTIVE	2024-01-12	\N	\N	300000.534.000
TR11004-9	Beef	Allergen	ACTIVE	2024-01-12	\N	\N	300000.532.000
TR11005-6	Black Pepper	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11006-4	Turkey Meat	Allergen	ACTIVE	2024-01-12	\N	\N	300000.592.000
TR11007-2	Oyster	Allergen	ACTIVE	2024-01-12	\N	\N	300000.601.000
TR11008-0	Sweet Chestnut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.543.000
TR11009-8	Fish Cod	Allergen	ACTIVE	2024-01-12	\N	\N	300000.570.000
TR11010-6	Carrot	Allergen	ACTIVE	2024-01-12	\N	\N	300000.564.000
TR11011-4	Orange	Allergen	ACTIVE	2024-01-12	\N	\N	300000.551.000
TR11012-2	Scallop	Allergen	ACTIVE	2024-01-12	\N	\N	300000.607.000
TR11013-0	Potato	Allergen	ACTIVE	2024-01-12	\N	\N	300000.622.000
TR11014-8	Coconut	Allergen	ACTIVE	2024-01-12	\N	\N	300000.554.000
TR11015-5	Blue Mussel	Allergen	ACTIVE	2024-01-12	\N	\N	300000.594.000
TR11016-3	Wheat	Allergen	ACTIVE	2024-01-12	\N	\N	300000.417.000
TR11017-1	Tuna	Allergen	ACTIVE	2024-01-12	\N	\N	300000.627.000
TR11018-9	Salmon	Allergen	ACTIVE	2024-01-12	\N	\N	300000.619.000
TR11019-7	Strawberry	Allergen	ACTIVE	2024-01-12	\N	\N	300000.569.000
TR11020-5	Yeast	Allergen	ACTIVE	2024-01-12	\N	\N	300000.261.000
TR11021-3	Garlic	Allergen	ACTIVE	2024-01-12	\N	\N	300000.523.000
TR11022-1	Onion	Allergen	ACTIVE	2024-01-12	\N	\N	300000.522.000
TR11023-9	European Crab Apple	Allergen	ACTIVE	2024-01-12	\N	\N	300000.589.000
TR11024-7	Rye	Allergen	ACTIVE	2024-01-12	\N	\N	300000.414.000
TR11025-4	Chub Mackerel	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11026-2	Bamboo Shoot	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11027-0	Sweet Potato	Allergen	ACTIVE	2024-01-12	\N	\N	300000.581.000
TR11028-8	Common Millet	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11029-6	Foxtail Millet	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11030-4	Japanese Millet	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11031-2	Pacific Squid	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11032-0	Octopus	Allergen	ACTIVE	2024-01-12	\N	\N	300000.596.000
TR11033-8	Barley	Allergen	ACTIVE	2024-01-12	\N	\N	300000.580.000
TR11034-6	Jack Mackerel, Scad	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11035-3	Sardine	Allergen	ACTIVE	2024-01-12	\N	\N	300000.620.000
TR11036-1	Oat	Allergen	ACTIVE	2024-01-12	\N	\N	300000.411.000
TR11037-9	Egg yolk	Allergen	ACTIVE	2024-01-12	\N	\N	300000.566.000
TR11038-7	A-lactalbumin	Allergen	ACTIVE	2024-01-12	\N	\N	300000.521.000
TR11039-5	B-lactoglobulin	Allergen	ACTIVE	2024-01-12	\N	\N	300000.531.000
TR11040-3	Casein	Allergen	ACTIVE	2024-01-12	\N	\N	300000.542.000
TR11041-1	Gluten	Allergen	ACTIVE	2024-01-12	\N	\N	300000.572.000
TR11042-9	Corn	Allergen	ACTIVE	2024-01-12	\N	\N	300000.635.000
TR11043-7	Lobster	Allergen	ACTIVE	2024-01-12	\N	\N	300000.578.000
TR11044-5	Cheese, cheddar type	Allergen	ACTIVE	2024-01-12	\N	\N	300000.544.000
TR11045-2	Cheese, mold type	Allergen	ACTIVE	2024-01-12	\N	\N	300000.545.000
TR11046-0	Chicken	Allergen	ACTIVE	2024-01-12	\N	\N	300000.571.000
TR11047-8	Kiwi Fruit	Allergen	ACTIVE	2024-01-12	\N	\N	300000.462.000
TR11048-6	Celery	Allergen	ACTIVE	2024-01-12	\N	\N	300000.525.000
TR11049-4	Parsley	Allergen	ACTIVE	2024-01-12	\N	\N	\N
TR11050-2	Melon	Allergen	ACTIVE	2024-01-12	\N	\N	300000.561.000
TR11051-0	Mutton	Allergen	ACTIVE	2024-01-12	\N	\N	300000.603.000
TR11052-8	Mustard	Allergen	ACTIVE	2024-01-12	\N	\N	300000.535.000
TR11053-6	Rice	Allergen	ACTIVE	2024-01-12	\N	\N	300000.600.000
TR11054-4	Malt	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11055-1	Mango Fruit	Allergen	ACTIVE	2024-02-09	\N	\N	300000.590.000
TR11056-9	Banana	Allergen	ACTIVE	2024-02-09	\N	\N	300000.528.000
TR11057-7	Cacao	Allergen	ACTIVE	2024-02-09	\N	\N	300000.536.000
TR11058-5	Pear	Allergen	ACTIVE	2024-02-09	\N	\N	300000.616.000
TR11059-3	Peach	Allergen	ACTIVE	2024-02-09	\N	\N	300000.615.000
TR11060-1	Avocado	Allergen	ACTIVE	2024-02-09	\N	\N	300000.608.000
TR11061-9	Sweet Vernal Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11062-7	Johnson Grass	Allergen	ACTIVE	2024-02-09	\N	\N	300000.416.000
TR11063-5	Brome Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11064-3	Secale cereale	Allergen	INACTIVE	2010-04-16	\N	\N	300000.415.000
TR11065-0	Velvet Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11066-8	Avena sativa	Allergen	INACTIVE	2010-04-16	\N	\N	\N
TR11067-6	Cultivated Wheat	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11068-4	Meadow Foxtail	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11069-2	Bahia Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11070-0	Bermuda Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11071-8	Hordeum vulgare	Allergen	INACTIVE	2010-04-16	\N	\N	\N
TR11072-6	Zea mays	Allergen	INACTIVE	2010-04-16	\N	\N	\N
TR11073-4	Cocksfoot	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11074-2	Meadow Fescue	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11075-9	Rye-Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11076-7	Timothy Grass	Allergen	ACTIVE	2024-02-09	\N	\N	300000.412.000
TR11077-5	Common Reed	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11078-3	Wild Rye Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11079-1	Canary Grass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11080-9	Meadow Grass, Kentucky Blue	Allergen	ACTIVE	2024-02-09	\N	\N	300000.413.000
TR11081-7	Redtop, Bentgrass	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11082-5	House dust, Greer	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11083-3	House dust, Hollister-Stier	Allergen	ACTIVE	2024-02-09	\N	\N	300000.754.000
TR11084-1	Honey Bee	Allergen	ACTIVE	2024-02-09	\N	\N	300000.711.000
TR11085-8	White-faced Hornet	Allergen	ACTIVE	2024-02-09	\N	\N	300000.713.000
TR11086-6	Horse Bot Fly	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11087-4	Common Wasp (Yellow jacket)	Allergen	ACTIVE	2024-02-09	\N	\N	300000.717.000
TR11088-2	Paper Wasp	Allergen	ACTIVE	2024-02-09	\N	\N	300000.714.000
TR11089-0	Yellow Hornet	Allergen	ACTIVE	2024-02-09	\N	\N	300000.712.000
TR11090-8	Cockroach, German	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11091-6	Fire Ant	Allergen	ACTIVE	2024-02-09	\N	\N	300000.702.000
TR11092-4	Mosquito	Allergen	ACTIVE	2024-02-09	\N	\N	300000.701.000
TR11093-2	Green Nimitti	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11094-0	Blood Worm	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11095-7	European Hornet	Allergen	ACTIVE	2024-02-09	\N	\N	300000.716.000
TR11096-5	Berlin Beetle	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11097-3	Moth	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11098-1	Green Coffee Beans	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11099-9	Castor Bean	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11100-5	Ispaghula	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11101-3	Silk Waste	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11102-1	Bombyx mori	Allergen	INACTIVE	2010-04-16	\N	\N	\N
TR11103-9	Isocyanate TDI	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11104-7	Isocyanate MDI	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11105-4	Isocyanate HDI	Allergen	ACTIVE	2024-02-09	\N	\N	300000.801.000
TR11106-2	Ethylene Oxide	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11107-0	Phthalic anhydride	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11108-8	Formaldehyde	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11109-6	Ficus spp.	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11110-4	Latex	Allergen	ACTIVE	2024-02-09	\N	\N	300000.467.000
TR11111-2	Cotton Seed	Allergen	ACTIVE	2024-02-09	\N	\N	300000.559.000
TR11112-0	Sunflower Seed	Allergen	ACTIVE	2024-02-09	\N	\N	300000.625.000
TR11113-8	Chloramin T	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11114-6	Trimellitic anhydride	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11115-3	Alpha-amylase	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11116-1	Penicillium notatum	Allergen	ACTIVE	2024-02-09	\N	\N	300000.857.000
TR11117-9	Stemphylium botryosum	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11118-7	Rhizopus nigricans	Allergen	ACTIVE	2024-02-09	\N	\N	300000.260.000
TR11119-5	Aureobasidium pullulans	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11120-3	Phoma betae	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11121-1	Epicoccum purpurascens	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11122-9	Trichoderma viride	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11123-7	Curvularia lunata	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11124-5	Cladosporium herbarum	Allergen	ACTIVE	2024-02-09	\N	\N	300000.258.000
TR11125-2	Cephalosporium acremonium	Allergen	ACTIVE	2024-02-09	\N	\N	300000.255.000
TR11126-0	Trichophyton rubrum	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11127-8	Aspergillus niger	Allergen	ACTIVE	2024-02-09	\N	\N	300000.253.000
TR11128-6	Aspergillus fumigatus	Allergen	ACTIVE	2024-02-09	\N	\N	300000.252.000
TR11129-4	Mucor racemosus	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11130-2	Candida albicans	Allergen	ACTIVE	2024-02-09	\N	\N	300000.254.000
TR11131-0	Alternaria alternata	Allergen	ACTIVE	2024-02-09	\N	\N	300000.251.000
TR11132-8	Botrytis cinerea	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11133-6	Pityrosporum orbiculare	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11134-4	Helminthosporium halodes	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11135-1	Staphylococcal enterotoxin A	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11136-9	Staphylococcal enterotoxin B	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11137-7	Fusarium moniliforme	Allergen	ACTIVE	2024-02-09	\N	\N	300000.257.000
TR11138-5	Cotton, Crude Fibers	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11139-3	Seminal Fluid Antibody	Allergen	ACTIVE	2024-02-09	\N	\N	300000.802.000
TR11140-1	Ascaris sp.	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11141-9	Echinococcusc sp.	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11142-7	Anisakis	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11143-5	Succinylcholine	Allergen	ACTIVE	2024-02-09	\N	\N	300000.860.000
TR11144-3	Adrenocorticotrophic Hormone	Allergen	ACTIVE	2024-02-09	\N	\N	300000.851.000
TR11145-0	Protamine	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11146-8	Tetanus Toxoid	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11147-6	Chymopapain	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11148-4	Reindeer Epithelium	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11149-2	Mink Epithelium	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11150-0	Bovine Serum Albumin	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11151-8	Horse Serum Proteins	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11152-6	Rabbit Serum Proteins	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11153-4	Chinchilla Epithelium	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11154-2	Gerbil Epithelium	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11155-9	Fox Epithelium	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11156-7	Rabbit Urine Proteins	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11157-5	Swine Urine Proteins	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11158-3	Finch Feathers	Allergen	ACTIVE	2024-02-09	\N	\N	300000.731.000
TR11159-1	Pigeon Feathers	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11160-9	Deer Epithelium	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11161-7	Ferret Epithelium	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11162-5	Chicken Droppings	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11163-3	Chicken Serum Proteins	Allergen	ACTIVE	2024-02-09	\N	\N	300000.726.000
TR11164-1	Cat Serum Albumin	Allergen	ACTIVE	2024-02-09	\N	\N	300000.725.000
TR11165-8	Dog Serum Albumin	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11166-6	Swine Serum Albumin	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11167-4	Mackerel	Allergen	ACTIVE	2024-02-09	\N	\N	300000.588.000
TR11168-2	Blackberry	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11169-0	Mushroom	Allergen	ACTIVE	2024-02-09	\N	\N	300000.301.000
TR11170-8	Brussel Sprouts	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11171-6	Fennel Seed	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11172-4	Cinnamon	Allergen	ACTIVE	2024-02-09	\N	\N	300000.547.000
TR11173-2	Coffee	Allergen	ACTIVE	2024-02-09	\N	\N	300000.555.000
TR11174-0	Tea	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11175-7	Poppy Seed	Allergen	ACTIVE	2024-02-09	\N	\N	300000.606.000
TR11176-5	Cucurbita pepo	Allergen	INACTIVE	2010-04-16	\N	\N	\N
TR11177-3	Sugar-beet Seed	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11178-1	Vanilla	Allergen	ACTIVE	2024-02-09	\N	\N	300000.630.000
TR11179-9	Cow Whey	Allergen	ACTIVE	2024-02-09	\N	\N	300000.632.000
TR11180-7	Guar Gum	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11181-5	Honey	Allergen	ACTIVE	2024-02-09	\N	\N	300000.579.000
TR11182-3	Pine Nut	Allergen	ACTIVE	2024-02-09	\N	\N	300000.469.000
TR11183-1	Squid	Allergen	ACTIVE	2024-02-09	\N	\N	300000.585.000
TR11184-9	Asparagus	Allergen	ACTIVE	2024-02-09	\N	\N	300000.527.000
TR11185-6	Eggplant	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11186-4	Piper nigrum	Allergen	INACTIVE	2010-04-16	\N	\N	300000.610.000
TR11187-2	Eel	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11188-0	Caraway	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11189-8	Mace	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11190-6	Cardamon	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11191-4	Clove	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11192-2	Basil	Allergen	ACTIVE	2024-02-09	\N	\N	300000.595.000
TR11193-0	Ginger	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11194-8	Anise	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11195-5	Tarragon	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11196-3	Thyme	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11197-1	Marjoram	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11198-9	Lovage	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11199-7	Fennel, Fresh	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11200-3	Dill	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11201-1	Bay Leaf	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11202-9	Chili Pepper	Allergen	ACTIVE	2024-02-09	\N	\N	300000.539.000
TR11203-7	Curry	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11204-5	Nutmeg	Allergen	ACTIVE	2024-02-09	\N	\N	300000.468.000
TR11205-2	Oregano	Allergen	ACTIVE	2024-02-09	\N	\N	300000.599.000
TR11206-0	Elk/Moose Meat	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11207-8	Mare's Milk	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11208-6	Red Kidney Bean	Allergen	ACTIVE	2024-02-09	\N	\N	300000.617.000
TR11209-4	Blueberry	Allergen	ACTIVE	2024-02-09	\N	\N	300000.628.000
TR11210-2	Date Palm	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11211-0	Cauliflower	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11212-8	Guava	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11213-6	Papaya	Allergen	ACTIVE	2024-02-09	\N	\N	300000.540.000
TR11214-4	Passion Fruit	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11215-1	Carambola	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11216-9	Carob	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11217-7	Gum Arabic	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11218-5	Tragacanth	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11219-3	Goat milk	Allergen	ACTIVE	2024-02-09	\N	\N	300000.574.000
TR11220-1	Persimmon (Kaki Fruit)	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11221-9	Mandarin (Tangerine, Clementine, Satsumas)	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11222-7	Halibut	Allergen	ACTIVE	2024-02-09	\N	\N	300000.577.000
TR11223-5	Langust (Spiny Lobster)	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11224-3	Fenugreek	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11225-0	Lime	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11226-8	Hake	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11227-6	Sardine (Pilchard)	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11228-4	Chick Pea	Allergen	ACTIVE	2024-02-09	\N	\N	300000.546.000
TR11229-2	Blue Vetch	Allergen	ACTIVE	2024-02-09	\N	\N	\N
TR11230-0	Megrim	Allergen	ACTIVE	2024-02-09	\N	\N	\N
